Month,Year,County,Med_Tax_Rev,Rec_Tax_Rev,ID
7,2015,Gilpin,,3414.0,72015Gilpin
7,2015,Grand,,4450.0,72015Grand
7,2015,Gunnison,,8620.0,72015Gunnison
7,2015,Jefferson,47617.0,92913.0,72015Jefferson
7,2015,La Plata,16528.0,50681.0,72015La Plata
7,2015,Larimer,32508.0,66800.0,72015Larimer
7,2015,Las Animas,,19771.0,72015Las Animas
7,2015,Montezuma,2580.0,14267.0,72015Montezuma
7,2015,Park,,5447.0,72015Park
7,2015,Pitkin,3074.0,15148.0,72015Pitkin
7,2015,Pueblo,13504.0,35667.0,72015Pueblo
7,2015,Routt,4484.0,14168.0,72015Routt
7,2015,San Miguel,1725.0,10248.0,72015San Miguel
7,2015,Summit,5646.0,26535.0,72015Summit
7,2015,Weld,8071.0,48347.0,72015Weld
7,2015,Remainder of State,19300.0,183025.0,72015Remainder of State
7,2015,Adams,17209.0,,72015Adams
7,2015,El Paso,197835.0,,72015El Paso
7,2015,Fremont,5773.0,,72015Fremont
6,2015,Adams,10298.0,17494.0,62015Adams
6,2015,Arapahoe,41057.0,75778.0,62015Arapahoe
6,2015,Boulder,76119.0,122172.0,62015Boulder
6,2015,Chaffee,,7687.0,62015Chaffee
6,2015,Clear Creek,4320.0,7734.0,62015Clear Creek
6,2015,Denver,399814.0,486655.0,62015Denver
6,2015,Eagle,9610.0,12211.0,62015Eagle
6,2015,Garfield,10551.0,19986.0,62015Garfield
6,2015,Gilpin,,5000.0,62015Gilpin
6,2015,Gunnison,,4928.0,62015Gunnison
6,2015,Jefferson,53242.0,68630.0,62015Jefferson
6,2015,La Plata,4622.0,16893.0,62015La Plata
6,2015,Larimer,34480.0,65977.0,62015Larimer
6,2015,Las Animas,,15383.0,62015Las Animas
6,2015,Montezuma,4947.0,10424.0,62015Montezuma
6,2015,Park,,4790.0,62015Park
6,2015,Pitkin,1753.0,6038.0,62015Pitkin
6,2015,Pueblo,16626.0,47177.0,62015Pueblo
6,2015,Routt,4593.0,12214.0,62015Routt
6,2015,San Miguel,,3709.0,62015San Miguel
6,2015,Summit,6292.0,20710.0,62015Summit
6,2015,Weld,9608.0,46733.0,62015Weld
6,2015,Remainder of State,23817.0,113845.0,62015Remainder of State
6,2015,El Paso,189852.0,,62015El Paso
6,2015,Fremont,6856.0,,62015Fremont
5,2015,Garfield,10780.0,17752.0,52015Garfield
5,2015,Adams,13330.0,41082.0,52015Adams
5,2015,Arapahoe,160958.0,106133.0,52015Arapahoe
5,2015,Boulder,63067.0,113829.0,52015Boulder
5,2015,Chaffee,,10746.0,52015Chaffee
5,2015,Clear Creek,519.0,12211.0,52015Clear Creek
5,2015,Denver,266771.0,499741.0,52015Denver
5,2015,Eagle,9024.0,15172.0,52015Eagle
5,2015,Gilpin,,4271.0,52015Gilpin
5,2015,Gunnison,,5345.0,52015Gunnison
5,2015,Jefferson,47633.0,56772.0,52015Jefferson
5,2015,La Plata,20888.0,19742.0,52015La Plata
5,2015,Larimer,36297.0,58823.0,52015Larimer
5,2015,Las Animas,,13583.0,52015Las Animas
5,2015,Montezuma,3876.0,7221.0,52015Montezuma
5,2015,Park,,3452.0,52015Park
5,2015,Pitkin,2096.0,13387.0,52015Pitkin
5,2015,Pueblo,8459.0,38321.0,52015Pueblo
5,2015,Routt,5432.0,12648.0,52015Routt
5,2015,San Miguel,1112.0,4581.0,52015San Miguel
5,2015,Summit,8644.0,27781.0,52015Summit
5,2015,Weld,7984.0,43464.0,52015Weld
5,2015,Remainder of State,17906.0,62820.0,52015Remainder of State
5,2015,El Paso,205057.0,,52015El Paso
5,2015,Fremont,5371.0,,52015Fremont
4,2015,Adams,11922.0,44220.0,42015Adams
4,2015,Arapahoe,38362.0,67656.0,42015Arapahoe
4,2015,Boulder,59855.0,109336.0,42015Boulder
4,2015,Clear Creek,3926.0,12813.0,42015Clear Creek
4,2015,Denver,418500.0,467578.0,42015Denver
4,2015,Eagle,10326.0,24715.0,42015Eagle
4,2015,Garfield,11415.0,18009.0,42015Garfield
4,2015,Gilpin,,2769.0,42015Gilpin
4,2015,Gunnison,,7593.0,42015Gunnison
4,2015,Jefferson,46460.0,63009.0,42015Jefferson
4,2015,La Plata,25085.0,25344.0,42015La Plata
4,2015,Larimer,34075.0,55678.0,42015Larimer
4,2015,Las Animas,,11821.0,42015Las Animas
4,2015,Montezuma,3292.0,6468.0,42015Montezuma
4,2015,Park,,4137.0,42015Park
4,2015,Pitkin,2159.0,24023.0,42015Pitkin
4,2015,Pueblo,14904.0,45710.0,42015Pueblo
4,2015,Routt,5918.0,20381.0,42015Routt
4,2015,San Miguel,1864.0,11014.0,42015San Miguel
4,2015,Summit,6350.0,50715.0,42015Summit
4,2015,Weld,12672.0,41189.0,42015Weld
4,2015,Remainder of State,18972.0,83728.0,42015Remainder of State
4,2015,El Paso,164229.0,,42015El Paso
4,2015,Fremont,4907.0,,42015Fremont
3,2015,Arapahoe,25790.0,62680.0,32015Arapahoe
3,2015,Boulder,68817.0,94149.0,32015Boulder
3,2015,Clear Creek,2273.0,13659.0,32015Clear Creek
3,2015,Denver,358208.0,451969.0,32015Denver
3,2015,Eagle,7839.0,21256.0,32015Eagle
3,2015,Garfield,9913.0,14884.0,32015Garfield
3,2015,Gilpin,839.0,2853.0,32015Gilpin
3,2015,Gunnison,,6597.0,32015Gunnison
3,2015,Jefferson,45154.0,67463.0,32015Jefferson
3,2015,La Plata,24576.0,10605.0,32015La Plata
3,2015,Larimer,32718.0,48469.0,32015Larimer
3,2015,Las Animas,,8210.0,32015Las Animas
3,2015,Montezuma,2668.0,5096.0,32015Montezuma
3,2015,Pitkin,2594.0,23430.0,32015Pitkin
3,2015,Pueblo,9870.0,23618.0,32015Pueblo
3,2015,San Miguel,1039.0,5963.0,32015San Miguel
3,2015,Summit,8650.0,51411.0,32015Summit
3,2015,Weld,10221.0,36230.0,32015Weld
3,2015,Remainder of State,22334.0,150472.0,32015Remainder of State
3,2015,Adams,15962.0,,32015Adams
3,2015,El Paso,166821.0,,32015El Paso
3,2015,Fremont,4350.0,,32015Fremont
2,2015,Adams,8304.0,13092.0,22015Adams
2,2015,Arapahoe,25572.0,53858.0,22015Arapahoe
2,2015,Boulder,64260.0,109224.0,22015Boulder
2,2015,Clear Creek,2117.0,12583.0,22015Clear Creek
2,2015,Denver,363061.0,423513.0,22015Denver
2,2015,Eagle,9390.0,20375.0,22015Eagle
2,2015,Garfield,9421.0,17304.0,22015Garfield
2,2015,Gilpin,1065.0,3893.0,22015Gilpin
2,2015,Gunnison,587.0,9075.0,22015Gunnison
2,2015,Jefferson,45470.0,48086.0,22015Jefferson
2,2015,La Plata,25691.0,11858.0,22015La Plata
2,2015,Larimer,33160.0,49274.0,22015Larimer
2,2015,Las Animas,,6424.0,22015Las Animas
2,2015,Pitkin,2245.0,23537.0,22015Pitkin
2,2015,Pueblo,3328.0,26366.0,22015Pueblo
2,2015,San Miguel,1529.0,11557.0,22015San Miguel
2,2015,Summit,6351.0,50009.0,22015Summit
2,2015,Weld,10194.0,34889.0,22015Weld
2,2015,Remainder of State,15878.0,97711.0,22015Remainder of State
2,2015,El Paso,142988.0,,22015El Paso
2,2015,Fremont,6779.0,,22015Fremont
2,2015,Montezuma,3296.0,,22015Montezuma
2,2015,Route,5104.0,,22015Route
1,2015,Adams,13187.0,41848.0,12015Adams
1,2015,Arapahoe,35071.0,41272.0,12015Arapahoe
1,2015,Boulder,70604.0,93696.0,12015Boulder
1,2015,Clear Creek,2331.0,11867.0,12015Clear Creek
1,2015,Denver,408178.0,418985.0,12015Denver
1,2015,Eagle,7794.0,21287.0,12015Eagle
1,2015,Garfield,8249.0,16464.0,12015Garfield
1,2015,Gilpin,922.0,2278.0,12015Gilpin
1,2015,Gunnison,-350.0,7698.0,12015Gunnison
1,2015,Jefferson,51671.0,56419.0,12015Jefferson
1,2015,La Plata,14932.0,24406.0,12015La Plata
1,2015,Larimer,33837.0,47766.0,12015Larimer
1,2015,Pitkin,2321.0,16837.0,12015Pitkin
1,2015,Pueblo,17165.0,38458.0,12015Pueblo
1,2015,Route,4961.0,14752.0,12015Route
1,2015,San Miguel,1559.0,10158.0,12015San Miguel
1,2015,Summit,7089.0,27756.0,12015Summit
1,2015,Weld,13850.0,31015.0,12015Weld
1,2015,Remainder of State,17241.0,62071.0,12015Remainder of State
1,2015,El Paso,169625.0,,12015El Paso
1,2015,Fremont,5735.0,,12015Fremont
1,2015,Montezuma,3276.0,,12015Montezuma
12,2014,Adams,13462.0,38490.0,122014Adams
12,2014,Arapahoe,26638.0,23467.0,122014Arapahoe
12,2014,Boulder,64733.0,91020.0,122014Boulder
12,2014,Clear Creek,2585.0,8630.0,122014Clear Creek
12,2014,Denver,369967.0,419829.0,122014Denver
12,2014,Eagle,6806.0,10836.0,122014Eagle
12,2014,Garfield,7911.0,14475.0,122014Garfield
12,2014,Gunnison,1663.0,3215.0,122014Gunnison
12,2014,Jefferson,46641.0,47216.0,122014Jefferson
12,2014,La Plata,12529.0,18997.0,122014La Plata
12,2014,Larimer,31622.0,43355.0,122014Larimer
12,2014,Pitkin,2135.0,6478.0,122014Pitkin
12,2014,Pueblo,12066.0,39350.0,122014Pueblo
12,2014,San Miguel,532.0,4453.0,122014San Miguel
12,2014,Summit,4417.0,22938.0,122014Summit
12,2014,Weld,8877.0,28156.0,122014Weld
12,2014,Remainder of State,22944.0,56559.0,122014Remainder of State
12,2014,El Paso,133682.0,,122014El Paso
12,2014,Fremont,3261.0,,122014Fremont
11,2014,Boulder,70690.0,99827.0,112014Boulder
11,2014,Clear Creek,2916.0,8868.0,112014Clear Creek
11,2014,Denver,480683.0,424815.0,112014Denver
11,2014,Eagle,8584.0,10563.0,112014Eagle
11,2014,Garfield,12527.0,15391.0,112014Garfield
11,2014,Gunnison,,5371.0,112014Gunnison
11,2014,Jefferson,48972.0,48372.0,112014Jefferson
11,2014,Larimer,32168.0,43276.0,112014Larimer
11,2014,Pitkin,2430.0,7001.0,112014Pitkin
11,2014,Pueblo,6543.0,32693.0,112014Pueblo
11,2014,San Miguel,1016.0,8259.0,112014San Miguel
11,2014,Summit,4996.0,16271.0,112014Summit
11,2014,Weld,10471.0,32041.0,112014Weld
11,2014,Remainder of State,26866.0,135502.0,112014Remainder of State
11,2014,Adams,13305.0,,112014Adams
11,2014,Arapahoe,30817.0,,112014Arapahoe
11,2014,El Paso,154894.0,,112014El Paso
11,2014,Fremont,4563.0,,112014Fremont
11,2014,La Plata,15890.0,,112014La Plata
10,2014,Boulder,84153.0,101499.0,102014Boulder
10,2014,Clear Creek,2880.0,11083.0,102014Clear Creek
10,2014,Denver,420245.0,406376.0,102014Denver
10,2014,Eagle,1551.0,11167.0,102014Eagle
10,2014,Garfield,16510.0,16001.0,102014Garfield
10,2014,Gilpin,1105.0,3775.0,102014Gilpin
10,2014,Gunnison,,7460.0,102014Gunnison
10,2014,Jefferson,51577.0,47728.0,102014Jefferson
10,2014,Larimer,35881.0,39779.0,102014Larimer
10,2014,Pitkin,3177.0,9033.0,102014Pitkin
10,2014,Pueblo,7051.0,56126.0,102014Pueblo
10,2014,San Miguel,1423.0,14825.0,102014San Miguel
10,2014,Summit,6128.0,21294.0,102014Summit
10,2014,Weld,8152.0,34036.0,102014Weld
10,2014,Remainder of State,21210.0,106734.0,102014Remainder of State
10,2014,Adams,12759.0,,102014Adams
10,2014,Arapahoe,28941.0,,102014Arapahoe
10,2014,El Paso,170037.0,,102014El Paso
10,2014,Fremont,7602.0,,102014Fremont
10,2014,La Plata,19256.0,,102014La Plata
10,2014,Montezuma,3497.0,,102014Montezuma
10,2014,Routt,5495.0,,102014Routt
9,2014,Adams,13510.0,,92014Adams
9,2014,Arapahoe,32668.0,,92014Arapahoe
9,2014,Boulder,79049.0,,92014Boulder
9,2014,Chaffee,2607.0,,92014Chaffee
9,2014,Clear Creek,2886.0,,92014Clear Creek
9,2014,Denver,434878.0,,92014Denver
9,2014,Eagle,6685.0,,92014Eagle
9,2014,El Paso,177673.0,,92014El Paso
9,2014,Fremont,6973.0,,92014Fremont
9,2014,Garfield,14370.0,,92014Garfield
9,2014,Gilpin,1179.0,,92014Gilpin
9,2014,Jefferson,52806.0,,92014Jefferson
9,2014,La Plata,16366.0,,92014La Plata
9,2014,Larimer,32046.0,,92014Larimer
9,2014,Montezuma,3669.0,,92014Montezuma
9,2014,Pitkin,3356.0,,92014Pitkin
9,2014,Pueblo,11639.0,,92014Pueblo
9,2014,Routt,10693.0,,92014Routt
9,2014,San Miguel,1299.0,,92014San Miguel
9,2014,Summit,4790.0,,92014Summit
9,2014,Weld,7631.0,,92014Weld
9,2014,Remainder of State,19034.0,,92014Remainder of State
8,2014,Boulder,71626.0,92421.0,82014Boulder
8,2014,Clear Creek,3050.0,13876.0,82014Clear Creek
8,2014,Denver,376061.0,395192.0,82014Denver
8,2014,Garfield,11816.0,11386.0,82014Garfield
8,2014,Gilpin,964.0,4192.0,82014Gilpin
8,2014,Gunnison,,6326.0,82014Gunnison
8,2014,Jefferson,46348.0,44949.0,82014Jefferson
8,2014,Larimer,29607.0,34481.0,82014Larimer
8,2014,Pitkin,4435.0,14460.0,82014Pitkin
8,2014,Pueblo,16490.0,53501.0,82014Pueblo
8,2014,San Miguel,1823.0,20475.0,82014San Miguel
8,2014,Summit,5149.0,28848.0,82014Summit
8,2014,Weld,9092.0,33072.0,82014Weld
8,2014,Remainder of State,14232.0,67899.0,82014Remainder of State
8,2014,Adams,12684.0,,82014Adams
8,2014,Arapahoe,31401.0,,82014Arapahoe
8,2014,Chaffee,4228.0,,82014Chaffee
8,2014,Eagle,3377.0,,82014Eagle
8,2014,El Paso,168736.0,,82014El Paso
8,2014,Fremont,7310.0,,82014Fremont
8,2014,La Plata,16929.0,,82014La Plata
8,2014,Montezuma,3354.0,,82014Montezuma
7,2014,Boulder,63803.0,77019.0,72014Boulder
7,2014,Clear Creek,2747.0,11442.0,72014Clear Creek
7,2014,Denver,378415.0,366377.0,72014Denver
7,2014,Garfield,11069.0,11409.0,72014Garfield
7,2014,Gilpin,1269.0,5234.0,72014Gilpin
7,2014,Jefferson,49197.0,40723.0,72014Jefferson
7,2014,Pitkin,2363.0,9296.0,72014Pitkin
7,2014,Pueblo,8823.0,50988.0,72014Pueblo
7,2014,San Miguel,2035.0,9295.0,72014San Miguel
7,2014,Summit,5031.0,19959.0,72014Summit
7,2014,Weld,13084.0,22550.0,72014Weld
7,2014,Remainder of State,20933.0,75816.0,72014Remainder of State
7,2014,Adams,12144.0,,72014Adams
7,2014,Arapahoe,28959.0,,72014Arapahoe
7,2014,Chaffee,2939.0,,72014Chaffee
7,2014,Eagle,3903.0,,72014Eagle
7,2014,El Paso,158300.0,,72014El Paso
7,2014,Fremont,11845.0,,72014Fremont
7,2014,La Plata,16104.0,,72014La Plata
7,2014,Larimer,32545.0,,72014Larimer
7,2014,Montezuma,5352.0,,72014Montezuma
6,2014,Boulder,75248.0,66999.0,62014Boulder
6,2014,Clear Creek,2768.0,11848.0,62014Clear Creek
6,2014,Denver,448749.0,330940.0,62014Denver
6,2014,Garfield,14261.0,8462.0,62014Garfield
6,2014,Gilpin,1298.0,3911.0,62014Gilpin
6,2014,Jefferson,51392.0,40920.0,62014Jefferson
6,2014,Pitkin,4027.0,5360.0,62014Pitkin
6,2014,Pueblo,13263.0,41559.0,62014Pueblo
6,2014,San Miguel,1863.0,7740.0,62014San Miguel
6,2014,Summit,5659.0,31904.0,62014Summit
6,2014,Weld,14504.0,20016.0,62014Weld
6,2014,Remainder of State,16146.0,72464.0,62014Remainder of State
6,2014,Adams,19753.0,,62014Adams
6,2014,Arapahoe,29480.0,,62014Arapahoe
6,2014,Chaffee,3066.0,,62014Chaffee
6,2014,Eagle,5326.0,,62014Eagle
6,2014,El Paso,161302.0,,62014El Paso
6,2014,Fremont,4663.0,,62014Fremont
6,2014,La Plata,15120.0,,62014La Plata
6,2014,Larimer,30427.0,,62014Larimer
6,2014,Montezuma,4176.0,,62014Montezuma
6,2014,Routt,4761.0,,62014Routt
5,2014,Boulder,88590.0,53566.0,52014Boulder
5,2014,Clear Creek,2632.0,9153.0,52014Clear Creek
5,2014,Denver,421106.0,384369.0,52014Denver
5,2014,Gilpin,1214.0,3791.0,52014Gilpin
5,2014,Jefferson,67475.0,39183.0,52014Jefferson
5,2014,Pitkin,4325.0,6714.0,52014Pitkin
5,2014,Pueblo,11468.0,32603.0,52014Pueblo
5,2014,San Miguel,1429.0,6034.0,52014San Miguel
5,2014,Summit,8120.0,22761.0,52014Summit
5,2014,Weld,14716.0,14974.0,52014Weld
5,2014,Remainder of State,19731.0,66580.0,52014Remainder of State
5,2014,Adams,6351.0,,52014Adams
5,2014,Arapahoe,38484.0,,52014Arapahoe
5,2014,Eagle,8591.0,,52014Eagle
5,2014,El Paso,144236.0,,52014El Paso
5,2014,Fremont,5689.0,,52014Fremont
5,2014,Garfield,10033.0,,52014Garfield
5,2014,La Plata,22917.0,,52014La Plata
5,2014,Larimer,35514.0,,52014Larimer
5,2014,Montezuma,2134.0,,52014Montezuma
5,2014,Routt,5227.0,,52014Routt
4,2014,Boulder,94702.0,40136.0,42014Boulder
4,2014,Clear Creek,3982.0,15972.0,42014Clear Creek
4,2014,Denver,489964.0,295126.0,42014Denver
4,2014,Gilpin,970.0,3968.0,42014Gilpin
4,2014,Jefferson,57720.0,30120.0,42014Jefferson
4,2014,Pueblo,14555.0,51330.0,42014Pueblo
4,2014,San Miguel,3177.0,9620.0,42014San Miguel
4,2014,Summit,6003.0,29054.0,42014Summit
4,2014,Remainder of State,23768.0,94179.0,42014Remainder of State
4,2014,Adams,13534.0,,42014Adams
4,2014,Arapahoe,29504.0,,42014Arapahoe
4,2014,Eagle,4867.0,,42014Eagle
4,2014,El Paso,155230.0,,42014El Paso
4,2014,Fremont,6589.0,,42014Fremont
4,2014,Garfield,13101.0,,42014Garfield
4,2014,La Plata,16639.0,,42014La Plata
4,2014,Larimer,32081.0,,42014Larimer
4,2014,Pitkin,11125.0,,42014Pitkin
4,2014,Routt,5928.0,,42014Routt
4,2014,Weld,16461.0,,42014Weld
3,2014,Clear Creek,2845.0,12491.0,32014Clear Creek
3,2014,Denver,483432.0,245709.0,32014Denver
3,2014,Gilpin,918.0,6833.0,32014Gilpin
3,2014,Jefferson,55944.0,24961.0,32014Jefferson
3,2014,Pueblo,14683.0,15262.0,32014Pueblo
3,2014,San Miguel,5016.0,5786.0,32014San Miguel
3,2014,Summit,9343.0,31584.0,32014Summit
3,2014,Remainder of State,16668.0,95627.0,32014Remainder of State
3,2014,Adams,14491.0,,32014Adams
3,2014,Arapahoe,30854.0,,32014Arapahoe
3,2014,Boulder,104687.0,,32014Boulder
3,2014,Eagle,8289.0,,32014Eagle
3,2014,El Paso,177929.0,,32014El Paso
3,2014,Fremont,5063.0,,32014Fremont
3,2014,Garfield,10626.0,,32014Garfield
3,2014,La Plata,13041.0,,32014La Plata
3,2014,Larimer,33897.0,,32014Larimer
3,2014,Montezuma,2651.0,,32014Montezuma
3,2014,Pitkin,2398.0,,32014Pitkin
3,2014,Routt,9018.0,,32014Routt
3,2014,Weld,20383.0,,32014Weld
2,2014,Clear Creek,3952.0,12770.0,22014Clear Creek
2,2014,Denver,442941.0,256756.0,22014Denver
2,2014,Gilpin,1269.0,5380.0,22014Gilpin
2,2014,Jefferson,54443.0,24416.0,22014Jefferson
2,2014,San Miguel,2319.0,12121.0,22014San Miguel
2,2014,Summit,7681.0,37274.0,22014Summit
2,2014,Remainder of State,10067.0,67972.0,22014Remainder of State
2,2014,Adams,18254.0,,22014Adams
2,2014,Arapahoe,25951.0,,22014Arapahoe
2,2014,Boulder,97913.0,,22014Boulder
2,2014,Chaffee,2338.0,,22014Chaffee
2,2014,Eagle,4141.0,,22014Eagle
2,2014,El Paso,141447.0,,22014El Paso
2,2014,Fremont,4726.0,,22014Fremont
2,2014,Garfield,16674.0,,22014Garfield
2,2014,Gunnison,1992.0,,22014Gunnison
2,2014,La Plata,13422.0,,22014La Plata
2,2014,Larimer,21404.0,,22014Larimer
2,2014,Montezuma,4266.0,,22014Montezuma
2,2014,Pitkin,6999.0,,22014Pitkin
2,2014,Pueblo,6249.0,,22014Pueblo
2,2014,Routt,4171.0,,22014Routt
2,2014,Weld,20901.0,,22014Weld
9,2019,Adams,20297.0,,92019Adams
9,2019,Arapahoe,26477.0,,92019Arapahoe
9,2019,Boulder,35837.0,,92019Boulder
9,2019,Denver,362152.0,,92019Denver
9,2019,Eagle,2970.0,,92019Eagle
9,2019,El Paso,308682.0,,92019El Paso
9,2019,Garfield,2990.0,,92019Garfield
9,2019,Jefferson,43135.0,,92019Jefferson
9,2019,Larimer,22385.0,,92019Larimer
9,2019,Las Animas,1558.0,,92019Las Animas
9,2019,Pueblo,28451.0,,92019Pueblo
9,2019,Routt,4263.0,,92019Routt
9,2019,Summit,3486.0,,92019Summit
9,2019,Weld,9856.0,,92019Weld
9,2019,Sum of NR Counties,23362.0,,92019Sum of NR Counties
10,2019,Adams,20498.0,,102019Adams
10,2019,Arapahoe,23973.0,,102019Arapahoe
10,2019,Boulder,32954.0,,102019Boulder
10,2019,Clear Creek,331.0,,102019Clear Creek
10,2019,Denver,352082.0,,102019Denver
10,2019,Eagle,2603.0,,102019Eagle
10,2019,El Paso,278351.0,,102019El Paso
10,2019,Fremont,7840.0,,102019Fremont
10,2019,Garfield,2960.0,,102019Garfield
10,2019,Jefferson,36904.0,,102019Jefferson
10,2019,Larimer,23181.0,,102019Larimer
10,2019,Las Animas,732.0,,102019Las Animas
10,2019,Pueblo,26742.0,,102019Pueblo
10,2019,Routt,4308.0,,102019Routt
10,2019,Summit,2209.0,,102019Summit
10,2019,Weld,8978.0,,102019Weld
10,2019,Sum of NR Counties,19639.0,,102019Sum of NR Counties
11,2019,Adams,19152.0,,112019Adams
11,2019,Arapahoe,26106.0,,112019Arapahoe
11,2019,Boulder,33713.0,,112019Boulder
11,2019,Denver,338064.0,,112019Denver
11,2019,Eagle,2610.0,,112019Eagle
11,2019,El Paso,263194.0,,112019El Paso
11,2019,Garfield,2413.0,,112019Garfield
11,2019,Jefferson,33383.0,,112019Jefferson
11,2019,Larimer,19621.0,,112019Larimer
11,2019,Las Animas,674.0,,112019Las Animas
11,2019,Pueblo,22045.0,,112019Pueblo
11,2019,Routt,4478.0,,112019Routt
11,2019,Summit,2063.0,,112019Summit
11,2019,Weld,8923.0,,112019Weld
11,2019,Sum of NR Counties,22938.0,,112019Sum of NR Counties
12,2019,Las Animas,782.0,,122019Las Animas
12,2019,Summit,1752.0,,122019Summit
12,2019,Denver,328858.0,,122019Denver
12,2019,Garfield,3097.0,,122019Garfield
12,2019,Pueblo,21702.0,,122019Pueblo
12,2019,El Paso,250347.0,,122019El Paso
12,2019,Larimer,27848.0,,122019Larimer
12,2019,Boulder,34197.0,,122019Boulder
12,2019,Routt,4351.0,,122019Routt
12,2019,Jefferson,37553.0,,122019Jefferson
12,2019,Sum of NR Counties,23352.0,,122019Sum of NR Counties
12,2019,Weld,8821.0,,122019Weld
12,2019,Eagle,2494.0,,122019Eagle
12,2019,Arapahoe,22680.0,,122019Arapahoe
12,2019,Adams,19222.0,,122019Adams
1,2020,Larimer,22888.0,,12020Larimer
1,2020,Sum of NR Counties,25519.0,,12020Sum of NR Counties
1,2020,Garfield,4081.0,,12020Garfield
1,2020,Adams,19848.0,,12020Adams
1,2020,Las Animas,762.0,,12020Las Animas
1,2020,Weld,8826.0,,12020Weld
1,2020,Denver,332252.0,,12020Denver
1,2020,Pueblo,24781.0,,12020Pueblo
1,2020,Arapahoe,26176.0,,12020Arapahoe
1,2020,Jefferson,52654.0,,12020Jefferson
1,2020,El Paso,504474.0,,12020El Paso
1,2020,Eagle,3973.0,,12020Eagle
1,2020,Routt,4310.0,,12020Routt
1,2020,Pitkin,2048.0,,12020Pitkin
1,2020,Boulder,35498.0,,12020Boulder
2,2020,Larimer,21136.0,,22020Larimer
2,2020,Routt,4282.0,,22020Routt
2,2020,Garfield,2051.0,,22020Garfield
2,2020,Las Animas,745.0,,22020Las Animas
2,2020,El Paso,236843.0,,22020El Paso
2,2020,Jefferson,37797.0,,22020Jefferson
2,2020,Boulder,31510.0,,22020Boulder
2,2020,Denver,315554.0,,22020Denver
2,2020,Eagle,2955.0,,22020Eagle
2,2020,Adams,16934.0,,22020Adams
2,2020,Arapahoe,23241.0,,22020Arapahoe
2,2020,Pueblo,18012.0,,22020Pueblo
2,2020,Weld,8031.0,,22020Weld
2,2020,Sum of NR Counties,23601.0,,22020Sum of NR Counties
